# {"env_id": "PickbotReachOrientDoorHandle-v0", "t_start": 1565395107.2128944} 
r,l,t
0,38,12757.17633
0,11,12760.582749
0,40,12771.712618
0,57,12786.390642
0,50,12799.916663
0,38,12811.987821
0,52,12825.855239
0,43,12837.784474
0,26,12846.198437
0,54,12859.559736
0,58,12874.813561
0,46,12887.278
0,60,12902.667682
0,40,12913.816071
0,81,12933.244489
1,2,12937.167588
0,31,12947.127244
1,2,12951.478962
0,2,12955.23314
0,53,12969.08924
0,50,12980.210542
0,16,12986.806196
0,64,13001.650378
0,48,13013.496148
0,18,13020.312686
0,41,13032.045994
0,4,13036.072138
0,8,13038.757993
0,28,13046.840733
0,20,13052.066761
0,24,13060.2597
0,14,13064.207259
0,16,13070.572714
1,2,13074.70996
0,43,13087.537817
1,2,13091.388247
0,47,13104.105606
0,3,13106.69878
0,5,13108.463497
0,24,13116.732517
0,26,13125.152884
0,23,13132.956694
0,60,13147.214499
0,80,13166.350872
0,37,13177.164536
0,62,13194.168231
0,31,13204.042685
0,3,13208.81161
0,25,13217.074334
0,51,13230.86052
0,39,13241.810384
0,26,13248.112743
1,2,13252.208204
0,18,13259.31332
0,8,13262.382895
1,2,13266.461703
0,11,13269.518208
0,64,13285.690446
0,46,13296.230446
0,46,13308.739676
0,12,13313.242881
0,52,13326.88122
0,30,13336.12354
0,18,13343.109267
0,23,13352.369388
0,53,13366.318471
0,15,13370.460141
0,62,13384.184312
0,58,13398.352075
0,62,13413.983691
0,28,13423.023209
0,18,13429.864295
0,39,13439.86837
0,21,13447.12471
0,57,13461.727858
0,50,13474.963258
1,3,13478.760442
0,34,13488.175381
0,2,13491.838403
0,19,13496.723187
0,21,13502.074489
1,2,13505.554315
0,54,13519.160408
0,4,13520.767896
0,9,13524.829287
0,60,13540.690331
0,44,13552.930577
0,62,13568.515929
1,2,13572.52061
0,56,13587.105211
0,64,13603.394515
0,34,13613.461413
0,17,13618.325946
0,6,13621.036311
0,34,13631.121343
0,18,13637.926421
0,28,13646.934334
0,69,13661.755583
1,2,13665.733119
0,26,13674.406887
0,20,13681.670122
0,15,13686.491532
0,33,13696.209228
0,22,13702.100621
0,26,13709.209641
0,41,13720.880427
0,21,13728.304132
0,2,13732.064376
0,22,13740.040571
0,42,13751.741256
0,58,13767.072354
0,15,13773.23123
0,34,13783.138391
1,2,13787.351484
0,2,13788.540453
0,31,13798.50176
0,23,13806.845352
0,40,13816.341285
0,26,13826.052814
0,25,13834.702854
0,62,13848.780565
0,65,13864.437661
0,27,13873.136139
0,40,13884.440974
0,36,13892.747695
0,29,13901.876631
1,2,13906.047736
1,32,13915.935774
0,49,13928.124028
0,61,13944.18655
0,55,13957.503176
0,8,13960.513746
0,33,13970.399436
0,22,13978.126074
0,2,13981.949206
0,31,13991.523601
0,20,13999.357545
0,34,14009.466065
1,2,14013.388799
0,45,14023.596267
1,2,14027.61561
0,32,14038.699078
0,21,14044.447105
0,46,14054.927249
1,56,14069.922326
0,37,14080.928536
0,22,14088.591486
0,19,14095.55643
0,41,14106.70062
0,42,14116.687501
0,4,14120.732678
0,3,14124.585145
0,45,14136.843842
0,49,14149.956799
0,30,14158.356417
0,35,14168.807138
0,19,14175.926647
0,54,14190.601839
0,59,14205.187399
0,41,14217.416211
0,15,14223.704409
0,57,14238.147263
0,18,14245.156381
1,2,14249.213586
1,32,14259.454894
1,2,14263.555296
0,52,14277.127459
0,59,14292.276574
0,44,14304.280408
0,53,14318.796622
0,1,14320.971231
0,28,14328.390326
0,21,14335.910553
1,2,14339.925917
0,55,14354.7569
0,12,14359.171656
0,59,14374.154864
0,49,14387.37484
0,25,14395.72038
0,21,14401.946764
0,35,14412.335816
1,2,14416.043886
0,37,14426.693251
0,22,14434.273142
0,27,14443.019459
0,43,14454.813607
0,25,14461.038515
0,14,14464.897031
0,39,14474.385793
0,28,14481.561707
0,23,14489.364438
0,23,14497.402135
0,44,14509.460119
0,27,14517.942684
1,2,14521.867777
1,2,14525.68095
0,10,14530.941144
0,49,14544.015683
1,2,14548.030034
0,16,14554.687887
0,44,14566.748868
1,2,14570.647943
0,27,14579.694621
0,26,14586.25716
1,1,14589.044926
1,28,14598.102638
0,31,14607.888898
1,2,14611.900613
0,48,14624.566077
0,42,14635.626623
1,2,14639.362782
0,37,14649.583718
0,20,14656.531381
0,18,14663.505392
0,2,14667.114198
1,2,14671.258676
0,25,14678.480284
0,37,14687.040427
0,47,14699.019789
0,51,14711.706137
0,23,14717.798827
0,20,14725.577653
0,39,14736.959913
0,40,14748.521035
0,20,14753.373705
0,19,14760.437165
0,24,14766.339945
0,31,14776.260358
0,14,14782.039397
0,31,14791.464738
0,32,14801.40383
1,2,14805.343347
0,30,14814.556216
0,17,14821.212446
0,51,14834.557998
1,2,14838.608914
0,32,14846.929498
0,38,14857.67078
0,4,14860.49602
0,15,14866.720241
1,2,14870.817356
0,45,14882.931266
0,41,14894.74027
0,19,14901.694519
0,59,14916.912652
0,52,14928.516736
0,26,14934.93402
0,40,14946.422644
0,23,14954.123865
0,11,14958.148478
0,47,14970.99169
0,19,14977.992597
0,51,14991.34741
0,33,15003.305628
1,2,15007.11502
0,22,15014.805602
1,2,15018.573691
0,14,15022.635266
0,25,15030.769387
0,56,15045.684358
0,11,15051.061412
0,13,15060.477075
1,1,15062.878533
1,29,15071.360208
0,49,15085.600233
1,2,15089.376021
0,37,15099.847896
0,56,15114.413558
0,35,15123.466429
0,19,15130.747746
1,2,15134.418931
0,19,15141.439102
0,34,15151.752265
0,42,15163.516732
0,30,15172.708301
0,42,15184.526588
0,49,15195.714686
0,55,15209.848845
0,31,15220.111354
0,16,15226.779832
0,43,15236.881595
0,22,15244.468699
0,21,15250.709898
0,19,15257.742585
0,19,15264.995351
0,14,15271.000928
1,2,15274.939057
0,35,15285.236963
0,45,15296.432413
0,21,15301.915527
0,48,15314.273557
0,60,15329.528955
0,26,15335.77598
1,3,15340.343477
0,31,15349.904675
0,16,15356.32634
1,2,15360.355463
0,32,15373.916619
0,40,15385.161096
0,28,15393.967833
0,16,15400.476663
1,2,15404.595171
0,6,15406.596065
0,53,15420.484535
0,15,15426.761801
0,13,15430.212167
0,52,15442.658862
0,62,15458.727108
0,58,15473.733317
0,20,15479.486619
0,53,15493.328492
1,2,15497.690909
0,5,15502.027493
0,31,15511.349264
0,15,15517.651833
0,20,15524.981676
0,25,15535.056738
0,51,15548.928298
0,28,15559.126472
0,15,15564.335366
0,14,15569.015148
0,27,15577.522033
0,28,15586.362242
0,27,15594.400196
0,31,15603.808698
0,20,15611.168409
0,23,15618.880727
0,18,15624.488683
0,27,15631.968488
0,17,15638.690057
0,32,15648.365776
0,23,15656.145957
0,30,15663.252912
0,27,15669.198471
0,47,15682.068381
0,31,15691.731132
1,3,15696.08994
0,18,15702.900541
0,43,15714.860156
0,6,15717.219693
1,3,15721.070517
1,2,15724.789127
0,16,15731.293867
0,16,15735.721739
1,2,15739.750552
0,14,15744.382047
0,17,15751.104701
0,30,15759.663369
0,24,15765.687235
0,46,15778.139844
0,37,15786.660878
0,20,15791.483533
0,25,15799.647168
0,29,15807.830954
0,22,15813.532397
0,49,15826.525108
1,2,15830.580676
0,30,15839.926457
0,17,15846.637085
0,45,15859.746882
1,2,15863.804256
0,42,15873.497718
0,18,15880.253435
1,2,15884.202119
0,13,15888.109333
0,46,15900.722373
0,16,15905.914487
0,26,15913.030157
0,11,15921.390464
1,2,15925.267296
0,11,15930.751221
1,2,15935.131787
0,32,15944.968537
0,20,15952.126173
1,2,15955.839067
0,25,15961.993932
0,26,15970.572378
0,42,15981.634961
0,40,15992.935253
0,17,15999.608895
0,50,16013.00072
0,35,16023.531591
0,50,16036.729427
1,2,16040.679836
0,49,16053.98861
0,6,16056.328812
1,2,16060.226226
1,2,16064.34486
0,31,16075.266577
0,12,16081.022848
0,32,16090.695943
0,28,16099.38861
0,19,16106.832854
0,2,16110.428215
1,2,16114.317861
0,16,16121.011738
0,49,16133.394411
0,31,16142.867172
0,6,16147.649219
0,50,16160.898694
0,31,16170.350089
0,2,16174.045107
0,6,16178.697817
1,2,16183.001232
0,30,16192.511531
0,27,16199.070727
0,33,16209.138427
0,24,16218.504234
0,27,16227.386749
0,15,16233.756352
0,31,16243.596596
1,2,16247.531655
0,2,16251.74983
0,16,16258.480758
1,2,16262.641362
1,2,16266.886947
0,40,16278.408574
0,37,16289.415213
0,47,16300.883115
0,25,16307.966315
0,25,16316.404879
1,3,16319.979966
0,36,16330.696588
0,45,16342.946449
0,44,16355.258396
0,10,16360.525479
0,43,16372.35936
0,27,16381.225452
0,17,16388.013653
0,42,16399.657981
1,2,16403.643756
0,22,16411.109827
0,2,16414.815312
0,29,16421.330688
0,41,16432.376913
0,35,16441.710912
0,30,16450.385411
1,2,16454.320128
0,29,16463.884582
0,26,16471.18415
0,29,16480.198111
0,25,16488.442405
0,18,16495.284146
0,2,16499.02231
0,12,16504.762058
0,31,16514.594596
0,16,16521.136481
0,19,16527.129026
0,7,16531.131391
0,39,16542.231827
0,43,16555.01034
1,2,16559.445873
0,33,16569.628224
0,21,16577.070862
0,28,16584.670877
0,17,16591.307618
0,53,16605.421039
0,2,16609.254678
0,12,16614.980387
0,44,16628.121843
1,2,16632.277747
0,34,16642.180692
0,34,16652.355478
0,30,16661.940548
0,37,16672.671674
0,29,16681.909775
0,29,16690.99781
1,2,16695.131043
0,1,16696.132381
0,56,16710.518346
0,25,16720.714351
0,10,16726.04325
0,17,16731.62863
0,20,16739.132263
1,2,16743.139167
0,32,16754.236933
0,53,16767.966162
0,56,16782.601218
0,48,16794.964365
0,43,16804.892605
0,31,16816.333603
0,39,16827.378023
0,44,16838.743004
0,8,16842.282063
0,19,16849.24842
0,2,16852.889303
0,26,16861.355267
1,3,16865.517516
0,36,16873.904423
0,30,16883.174366
0,38,16893.889706
0,19,16901.101137
0,17,16908.012672
0,51,16919.602949
0,41,16931.442205
0,47,16944.089837
0,18,16951.102825
1,2,16953.870195
0,32,16963.507131
0,49,16977.937484
0,22,16985.661461
0,14,16989.708151
0,33,16997.388303
0,17,17003.802476
0,38,17012.654973
0,40,17023.78348
0,17,17030.461852
1,2,17034.628307
0,12,17040.258083
0,23,17046.876566
0,24,17054.922788
0,4,17059.236176
0,18,17066.229862
0,24,17074.345269
0,18,17081.34113
0,40,17091.143739
0,57,17106.122313
0,23,17113.83496
0,36,17124.38398
0,53,17137.99224
0,19,17145.044065
0,3,17148.768489
0,28,17157.085067
0,2,17160.983572
0,2,17164.863183
0,21,17172.401926
0,46,17184.817672
0,17,17191.548754
0,23,17199.415236
0,2,17203.192755
1,2,17206.832978
0,29,17216.202475
0,30,17226.447346
0,40,17237.573428
0,23,17245.451218
0,17,17249.689903
0,39,17261.040734
0,44,17273.390958
0,29,17282.55788
0,27,17291.478435
0,48,17302.441633
0,5,17306.61942
0,17,17311.723505
0,26,17320.148339
0,63,17335.513363
1,2,17339.498039
1,1,17342.240052
1,31,17351.489783
0,20,17358.569069
0,21,17366.060483
0,31,17374.753305
0,1,17376.091664
1,2,17380.06151
0,19,17385.916024
1,2,17390.074039
0,33,17399.972106
0,18,17406.735168
0,51,17420.266791
0,38,17429.100535
0,49,17440.639275
0,46,17453.23497
0,35,17463.589624
0,44,17474.877941
0,58,17494.676112
0,40,17507.982301
0,26,17516.979918
0,20,17524.246935
0,21,17531.687646
0,12,17537.432552
0,2,17541.203908
0,5,17543.396872
0,40,17554.940166
0,17,17559.478332
1,2,17563.615389
1,3,17567.829232
0,26,17574.322292
1,2,17578.435987
0,29,17587.149021
0,43,17599.155022
0,17,17605.999607
0,54,17619.807004
0,30,17626.961251
1,2,17630.926666
0,25,17639.219905
0,8,17644.1583
0,15,17649.729321
0,28,17659.534115
0,37,17668.196912
0,38,17678.899535
0,5,17680.986916
0,20,17688.453137
1,2,17692.478368
0,20,17698.919782
0,32,17706.558137
0,59,17721.690017
0,29,17730.976421
0,15,17737.342857
1,2,17740.992605
1,2,17744.764912
0,29,17754.839244
0,7,17757.413047
0,25,17765.823555
0,23,17772.325215
1,3,17776.544062
0,13,17782.540033
0,25,17789.628441
0,50,17803.006396
0,47,17813.635973
0,12,17817.359013
0,7,17821.989557
0,20,17829.337044
0,36,17840.217723
0,25,17847.704276
1,2,17851.717632
0,30,17862.321822
1,2,17866.063541
0,38,17875.02136
0,32,17884.700348
0,52,17898.112338
0,38,17909.126891
0,11,17913.167002
0,21,17919.994287
0,18,17926.912779
0,47,17938.973247
0,21,17946.820444
1,2,17950.950101
0,27,17959.732342
0,2,17963.310485
0,34,17973.449446
0,30,17984.593585
0,33,17992.511839
1,2,17996.652816
0,2,17997.752974
0,30,18004.886472
0,37,18015.408274
0,23,18023.27229
0,17,18029.125141
0,35,18039.394969
0,16,18045.979335
0,2,18048.096253
0,36,18058.427173
1,2,18062.415823
1,2,18066.192469
0,18,18073.168612
0,20,18078.848459
1,2,18082.908163
0,32,18092.661878
0,25,18098.709577
1,1,18101.126258
0,41,18111.157917
0,26,18118.886099
0,32,18128.52714
0,40,18139.582934
0,1,18141.680039
0,49,18154.619607
0,27,18161.179267
0,21,18168.553751
0,26,18176.570525
0,55,18190.667113
0,11,18193.931029
0,36,18204.846646
0,24,18213.002832
0,49,18226.991366
0,43,18242.248925
0,16,18246.575943
0,56,18261.124247
0,42,18272.793214
0,17,18279.499778
0,55,18294.316134
1,2,18298.296718
0,38,18309.41017
0,35,18319.658578
0,39,18330.804966
1,3,18334.957993
0,36,18347.042349
0,40,18358.72855
1,2,18362.713869
0,38,18373.093384
0,33,18384.122872
1,2,18388.33758
1,35,18398.60427
0,1,18399.709489
0,14,18403.186809
0,27,18412.029476
0,53,18425.881296
0,12,18431.466038
0,30,18440.686735
0,37,18451.503635
0,51,18465.2225
0,43,18477.204211
1,2,18481.30159
0,47,18494.121249
0,15,18500.501898
0,18,18507.651277
0,25,18514.921651
0,55,18529.1219
1,2,18532.855643
0,2,18536.430601
0,28,18546.713915
1,2,18550.80765
0,23,18558.589057
0,2,18562.18421
0,18,18569.282432
0,2,18572.966596
0,44,18584.953933
1,2,18589.082685
0,56,18603.427552
1,3,18608.195416
0,18,18615.186883
0,17,18621.986619
0,30,18632.176591
1,2,18636.376754
0,42,18646.711138
0,36,18655.786113
0,44,18667.857999
0,34,18677.906138
0,25,18686.594507
0,48,18699.60242
0,26,18708.364058
0,18,18713.320778
1,2,18717.298831
0,47,18730.034589
0,29,18737.112385
0,8,18741.264584
0,16,18747.963454
0,27,18754.172519
1,2,18758.251976
0,33,18768.296854
0,17,18774.800418
1,2,18778.907379
0,16,18785.580864
0,58,18800.492666
0,25,18808.695526
0,16,18815.200322
0,2,18818.869892
0,16,18825.270085
0,51,18838.114217
0,22,18846.035393
1,2,18850.201006
1,1,18852.424554
0,2,18853.718072
0,44,18865.089586
1,1,18867.734357
0,32,18877.171086
0,50,18890.748747
0,20,18897.966989
0,23,18906.055066
0,36,18914.589171
0,44,18926.712703
1,2,18930.792085
0,20,18938.082629
0,12,18943.28633
0,36,18953.167867
0,50,18965.66057
0,17,18972.345565
0,29,18981.421772
0,14,18986.235555
0,41,18997.730544
0,66,19019.956275
0,28,19028.854592
1,2,19032.889388
0,30,19042.231139
0,27,19050.098485
1,2,19053.983317
1,2,19058.212166
0,48,19070.896862
0,18,19077.991325
0,17,19084.747482
0,52,19098.396441
1,2,19102.357752
1,31,19111.796296
0,24,19119.932581
0,36,19130.804197
0,15,19135.813553
1,2,19139.452292
0,26,19146.70964
1,2,19150.750607
0,31,19160.570242
1,2,19164.649549
0,40,19174.048918
0,19,19180.973206
0,1,19182.366288
1,2,19185.958963
0,37,19196.547143
0,42,19208.344439
1,2,19212.623157
0,49,19225.660201
0,23,19233.591133
0,24,19241.807206
0,16,19246.851826
0,33,19254.567164
0,30,19263.988467
0,29,19273.062364
0,53,19287.716793
0,40,19299.087869
0,30,19306.249398
1,2,19310.31168
1,2,19314.272577
0,1,19315.231836
0,3,19317.591807
0,42,19329.491507
1,2,19333.641656
1,30,19343.143861
1,2,19346.761407
0,14,19353.067015
1,2,19357.216015
0,28,19366.000072
1,2,19370.326925
0,32,19380.086461
0,18,19387.058422
0,22,19394.394557
1,2,19398.312335
0,32,19408.026235
0,11,19413.506505
0,2,19417.178859
0,23,19425.120736
0,7,19429.736278
0,42,19441.395506
1,2,19445.208205
0,14,19450.63789
0,38,19460.800159
0,20,19467.262606
0,26,19475.115151
0,24,19481.846996
0,8,19485.390766
0,33,19495.111157
0,28,19503.987493
0,18,19511.267592
0,37,19520.898202
0,42,19534.091654
0,32,19544.152375
0,13,19548.061592
0,45,19560.710752
0,17,19567.345646
